name,smiles,p_crbn_glue,error
cand_507,O=C1CCC(N2C(=O)c3cc(O)c(C(=O)O)cc3C2=O)C(=O)N1,0.97,
cand_508,CNc1c(Br)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_509,O=C1CCC(N2C(=O)c3cc(I)cc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.995,
cand_510,O=C1CCC(N2C(=O)c3cc([N+](=O)[O-])cc(C(=O)O)c3C2=O)C(=O)N1,0.89,
cand_511,Cc1ccc(N)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_512,N#Cc1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_513,O=C1CCC(N2Cc3c(-c4ccc(N5CCNCC5)cc4)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.965,
cand_514,O=C1CCC(N2Cc3ccc(C(=O)O)c([N+](=O)[O-])c3C2=O)C(=O)N1,0.91,
cand_515,Cc1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_516,O=C1CCC(N2Cc3c(ccc(F)c3Br)C2=O)C(=O)N1,0.99,
cand_517,NS(=O)(=O)c1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_518,CCc1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_519,O=C1CCC(N2C(=O)c3cc(-c4ccc(N5CCNCC5)cc4)c(C(F)(F)F)cc3C2=O)C(=O)N1,0.935,
cand_520,Nc1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_521,O=C1CCC(N2Cc3c(ccc(F)c3-c3ccc(N4CCNCC4)cc3)C2=O)C(=O)N1,1.0,
cand_522,O=C1CCC(N2C(=O)c3ccc(Cl)c(O)c3C2=O)C(=O)N1,0.985,
cand_523,COc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_524,Nc1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_525,CNc1cc(C(=O)O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_526,O=C1CCC(N2C(=O)c3cc(O)c([N+](=O)[O-])cc3C2=O)C(=O)N1,0.93,
cand_527,CCc1cc(C#N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_528,Nc1ccc(-c2ccc(N3CCNCC3)cc2)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_529,CNc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_530,COc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_531,CN(C)c1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_532,CNc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_533,N#Cc1cc2c(cc1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_534,O=C1CCC(N2C(=O)c3ccc([N+](=O)[O-])c(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.93,
cand_535,Cc1c(C#N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_536,Cc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_537,CCc1cc2c(cc1Br)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_538,CNc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_539,NS(=O)(=O)c1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_540,CNc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_541,O=C1CCC(N2Cc3cc(-c4ccc(N5CCNCC5)cc4)cc(I)c3C2=O)C(=O)N1,0.91,
cand_542,Cc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_543,O=C1CCC(N2C(=O)c3cc(-c4ccc(N5CCNCC5)cc4)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.91,
cand_544,O=C1CCC(N2C(=O)c3c(C(=O)O)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.84,
cand_545,Nc1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_546,CN(C)c1c(C(N)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_547,CCc1ccc2c(c1NC)CN(C1CCC(=O)NC1=O)C2=O,0.885,
cand_548,Cc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_549,NS(=O)(=O)c1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_550,O=C1CCC(N2Cc3ccc(Br)c(F)c3C2=O)C(=O)N1,0.95,
cand_551,O=C1CCC(N2Cc3c(cc(Cl)cc3C(F)(F)F)C2=O)C(=O)N1,0.945,
cand_552,CCc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,
cand_553,CCc1ccc2c(c1C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_554,NS(=O)(=O)c1ccc(Br)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_555,Cc1c(Br)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_556,CN(C)c1cc2c(cc1-c1ccc(N3CCNCC3)cc1)CN(C1CCC(=O)NC1=O)C2=O,1.0,
cand_557,N#Cc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_558,O=C1CCC(N2C(=O)c3cc(F)cc(C(=O)O)c3C2=O)C(=O)N1,0.94,
cand_559,CNc1cc(Cl)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.935,
cand_560,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(F)c3C2=O)C(=O)N1,0.955,
cand_561,CN(C)c1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_562,NC(=O)c1cc2c(cc1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_563,NC(=O)c1ccc(S(N)(=O)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_564,Cc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_565,O=C1CCC(N2Cc3c(F)ccc(F)c3C2=O)C(=O)N1,0.925,
cand_566,CNc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_567,O=C1CCC(N2C(=O)c3ccc(O)c(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.985,
cand_568,Nc1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_569,CN(C)c1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_570,O=C1CCC(N2Cc3cc(I)cc(O)c3C2=O)C(=O)N1,0.94,
cand_571,NC(=O)c1ccc(-c2ccc(N3CCNCC3)cc2)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_572,CNc1cc(F)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_573,O=C1CCC(N2Cc3c(O)cc(Br)cc3C2=O)C(=O)N1,0.94,
cand_574,O=C1CCC(N2C(=O)c3ccc(I)c(Cl)c3C2=O)C(=O)N1,0.98,
cand_575,N#Cc1cc(I)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.89,
cand_576,NC(=O)c1ccc(I)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_577,CNc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_578,O=C1CCC(N2Cc3cc(Cl)c([N+](=O)[O-])cc3C2=O)C(=O)N1,0.91,
cand_579,O=C1CCC(N2C(=O)c3c(C(F)(F)F)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.88,
cand_580,NC(=O)c1cc2c(cc1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_581,CCc1ccc2c(c1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.85,
cand_582,O=C1CCC(N2C(=O)c3ccc([N+](=O)[O-])c(I)c3C2=O)C(=O)N1,0.92,
cand_583,CN(C)c1c(C(N)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_584,Cc1cc(C#N)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.885,
cand_585,O=C1CCC(N2C(=O)c3cc([N+](=O)[O-])cc(I)c3C2=O)C(=O)N1,0.895,
cand_586,CN(C)c1ccc2c(c1O)CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_587,Cc1cc(C(F)(F)F)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.93,
cand_588,COc1cc(C#N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_589,Cc1cc(Cl)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_590,NC(=O)c1cc2c(c(C(F)(F)F)c1)CN(C1CCC(=O)NC1=O)C2=O,0.895,
cand_591,COc1cc2c(c(N(C)C)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_592,NC(=O)c1ccc2c(c1-c1ccc(N3CCNCC3)cc1)CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_593,Nc1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_594,O=C1CCC(N2Cc3cc(Cl)c(F)cc3C2=O)C(=O)N1,0.99,
cand_595,O=C1CCC(N2C(=O)c3cc(-c4ccc(N5CCNCC5)cc4)cc(C(=O)O)c3C2=O)C(=O)N1,0.925,
cand_596,O=C1CCC(N2Cc3ccc(I)c(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.96,
cand_597,NC(=O)c1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_598,O=C1CCC(N2C(=O)c3ccc(Br)c(C(F)(F)F)c3C2=O)C(=O)N1,0.955,
cand_599,Nc1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_600,CNc1cc2c(c(S(N)(=O)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_601,NC(=O)c1c(C(=O)O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_602,CN(C)c1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,
cand_603,CCc1ccc(C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.81,
cand_604,NC(=O)c1cc2c(cc1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.87,
cand_605,O=C1CCC(N2Cc3cc(C(F)(F)F)cc(C(=O)O)c3C2=O)C(=O)N1,0.92,
cand_606,COc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_607,CN(C)c1cc2c(cc1F)CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_608,N#Cc1ccc2c(c1F)CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_609,COc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_610,NC(=O)c1ccc2c(c1S(N)(=O)=O)CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_611,CN(C)c1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_612,O=C1CCC(N2Cc3c(Br)cc(Cl)cc3C2=O)C(=O)N1,0.95,
cand_613,NS(=O)(=O)c1cc(I)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_614,O=C1CCC(N2Cc3c(C(=O)O)ccc(I)c3C2=O)C(=O)N1,0.9,
cand_615,O=C1CCC(N2Cc3cc(C(=O)O)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.935,
cand_616,Cc1cc(-c2ccc(N3CCNCC3)cc2)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_617,NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,
cand_618,CNc1cc(N)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.9,
cand_619,NC(=O)c1ccc([N+](=O)[O-])c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.835,
cand_620,CCc1c(-c2ccc(N3CCNCC3)cc2)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_621,CN(C)c1cc(I)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_622,CN(C)c1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_623,O=C1CCC(N2Cc3c(C(F)(F)F)ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.845,
cand_624,O=C1CCC(N2C(=O)c3c([N+](=O)[O-])ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.88,
cand_625,COc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2,0.985,
cand_626,Cc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_627,N#Cc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_628,COc1c(N(C)C)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_629,CNc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.89,
cand_630,NC(=O)c1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_631,Nc1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_632,NC(=O)c1cc(I)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_633,O=C1CCC(N2C(=O)c3c(I)ccc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.965,
cand_634,NS(=O)(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2,0.88,
cand_635,COc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_636,O=C1CCC(N2C(=O)c3c(Cl)ccc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.975,
cand_637,O=C1CCC(N2C(=O)c3c(-c4ccc(N5CCNCC5)cc4)ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.915,
cand_638,O=C1CCC(N2Cc3c(ccc([N+](=O)[O-])c3F)C2=O)C(=O)N1,0.935,
cand_639,O=C1CCC(N2C(=O)c3cc(F)cc(Cl)c3C2=O)C(=O)N1,0.955,
cand_640,CNc1c(Cl)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_641,O=C1CCC(N2Cc3ccc(C(=O)O)c(C(F)(F)F)c3C2=O)C(=O)N1,0.93,
cand_642,COc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.86,
cand_643,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(I)c3C2=O)C(=O)N1,0.93,
cand_644,O=C1CCC(N2Cc3cc(F)c(O)cc3C2=O)C(=O)N1,0.975,
cand_645,N#Cc1cc(Br)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_646,Cc1ccc(-c2ccc(N3CCNCC3)cc2)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.955,
cand_647,NC(=O)c1ccc(Cl)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.895,
cand_648,CN(C)c1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_649,CCc1ccc(C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.825,
cand_650,CCc1cc2c(cc1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_651,O=C1CCC(N2Cc3c(Cl)ccc(Cl)c3C2=O)C(=O)N1,0.93,
cand_652,NS(=O)(=O)c1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,
cand_653,CN(C)c1c([N+](=O)[O-])ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_654,CN(C)c1cc2c(cc1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_655,Nc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.965,
cand_656,Cc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_657,O=C1CCC(N2Cc3ccc([N+](=O)[O-])c([N+](=O)[O-])c3C2=O)C(=O)N1,0.905,
cand_658,O=C1CCC(N2C(=O)c3ccc(I)c(Br)c3C2=O)C(=O)N1,0.95,
cand_659,CCc1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_660,CNc1ccc2c(c1NC)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_661,N#Cc1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_662,NS(=O)(=O)c1cc(Cl)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.93,
cand_663,N#Cc1cc(C#N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_664,CCc1cc(CC)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_665,O=C1CCC(N2Cc3cc([N+](=O)[O-])cc(Br)c3C2=O)C(=O)N1,0.89,
cand_666,Nc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_667,Cc1ccc2c(c1N(C)C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,
cand_668,CNc1ccc2c(c1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_669,N#Cc1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_670,O=C1CCC(N2Cc3c(Cl)ccc(C(=O)O)c3C2=O)C(=O)N1,0.92,
cand_671,NS(=O)(=O)c1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_672,Cc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.99,
cand_673,COc1cc2c(c([N+](=O)[O-])c1)CN(C1CCC(=O)NC1=O)C2=O,0.88,
cand_674,N#Cc1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_675,CCc1cc2c(cc1C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_676,CCc1cc2c(cc1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_677,Cc1cc(O)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_678,NC(=O)c1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_679,O=C1CCC(N2Cc3ccc(-c4ccc(N5CCNCC5)cc4)c(C(=O)O)c3C2=O)C(=O)N1,0.975,
cand_680,O=C1CCC(N2Cc3ccc(I)c(Br)c3C2=O)C(=O)N1,0.915,
cand_681,CNc1cc(O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_682,NC(=O)c1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_683,COc1ccc(Cl)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_684,CCc1cc2c(cc1C(F)(F)F)CN(C1CCC(=O)NC1=O)C2=O,0.96,
cand_685,CN(C)c1c(I)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.96,
cand_686,CNc1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_687,CN(C)c1cc2c(cc1N)CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_688,NS(=O)(=O)c1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_689,Cc1ccc2c(c1O)CN(C1CCC(=O)NC1=O)C2=O,0.96,
cand_690,CNc1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_691,O=C1CCC(N2C(=O)c3cc(C(=O)O)c(-c4ccc(N5CCNCC5)cc4)cc3C2=O)C(=O)N1,0.98,
cand_692,CCc1cc2c(cc1I)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_693,CN(C)c1cc2c(cc1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_694,CNc1ccc2c(c1C)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_695,Nc1ccc([N+](=O)[O-])c2c1CN(C1CCC(=O)NC1=O)C2=O,0.85,
cand_696,O=C1CCC(N2C(=O)c3cc(O)c(Cl)cc3C2=O)C(=O)N1,0.98,
cand_697,O=C1CCC(N2Cc3cc(F)cc(O)c3C2=O)C(=O)N1,0.93,
cand_698,Nc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_699,Cc1cc(N)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_700,O=C1CCC(N2C(=O)c3cc(F)c(C(F)(F)F)cc3C2=O)C(=O)N1,0.92,
cand_701,NC(=O)c1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_702,CCc1ccc(C(=O)O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.83,
cand_703,CNc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_704,O=C1CCC(N2Cc3c(ccc([N+](=O)[O-])c3Br)C2=O)C(=O)N1,0.935,
cand_705,O=C1CCC(N2Cc3cc(I)c(Cl)cc3C2=O)C(=O)N1,0.935,
cand_706,CN(C)c1cc2c(cc1C(F)(F)F)CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_707,O=C1CCC(N2C(=O)c3c(Br)ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.88,
cand_708,N#Cc1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_709,O=C1CCC(N2Cc3c(O)ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.865,
cand_710,Nc1cc2c(cc1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_711,CCc1cc(C(F)(F)F)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_712,CN(C)c1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2,0.96,
cand_713,O=C1CCC(N2C(=O)c3ccc(O)c(Cl)c3C2=O)C(=O)N1,1.0,
cand_714,CNc1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_715,CNc1cc2c(c(N(C)C)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_716,NS(=O)(=O)c1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_717,CNc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_718,N#Cc1cc2c(cc1I)CN(C1CCC(=O)NC1=O)C2=O,0.955,
cand_719,O=C1CCC(N2Cc3cc(C(F)(F)F)cc(F)c3C2=O)C(=O)N1,0.925,
cand_720,CNc1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_721,NC(=O)c1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_722,Cc1cc2c(cc1C(N)=O)CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_723,CN(C)c1cc(O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.93,
cand_724,O=C1CCC(N2Cc3ccc(C(F)(F)F)c(C(F)(F)F)c3C2=O)C(=O)N1,0.925,
cand_725,CCc1cc2c(cc1C#N)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_726,CCc1ccc(Cl)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.82,
cand_727,O=C1CCC(N2Cc3cc(-c4ccc(N5CCNCC5)cc4)c(Br)cc3C2=O)C(=O)N1,1.0,
cand_728,N#Cc1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.87,
cand_729,COc1c(-c2ccc(N3CCNCC3)cc2)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_730,N#Cc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_731,CCc1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.855,
cand_732,NC(=O)c1cc2c(cc1N)C(=O)N(C1CCC(=O)NC1=O)C2,0.895,
cand_733,O=C1CCC(N2Cc3cc(F)c(Br)cc3C2=O)C(=O)N1,0.985,
cand_734,Nc1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_735,CCc1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_736,CNc1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_737,O=C1CCC(N2C(=O)c3c(F)ccc(C(F)(F)F)c3C2=O)C(=O)N1,0.87,
cand_738,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_739,Nc1ccc2c(c1C(F)(F)F)CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_740,CNc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_741,Nc1ccc2c(c1I)CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_742,CN(C)c1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_743,CN(C)c1ccc2c(c1C#N)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_744,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.885,
cand_745,O=C1CCC(N2Cc3c(cc(I)cc3[N+](=O)[O-])C2=O)C(=O)N1,0.845,
cand_746,Nc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_747,Nc1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,
cand_748,CNc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_749,O=C1CCC(N2Cc3c(C(=O)O)cc(Cl)cc3C2=O)C(=O)N1,0.94,
cand_750,O=C1CCC(N2C(=O)c3cc(Cl)cc(Br)c3C2=O)C(=O)N1,0.985,
cand_751,NC(=O)c1cc2c(cc1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2,0.845,
cand_752,Cc1cc2c(cc1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_753,CNc1cc(S(N)(=O)=O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.905,
